Date,Country,Series,Value
1983-10-01,NO,Regime,1
1983-10-01,NZ,CPI YoY,3.598136372
1983-10-01,NZ,Detrended,-0.05
1983-10-01,NZ,Levels,8.855125933
1983-10-01,NZ,Regime,1
1983-10-01,PE,CPI YoY,124.8914014
1983-10-01,PE,Regime,1
1983-10-01,PH,CPI YoY,18.69158616
1983-10-01,PH,Regime,1
1983-10-01,PT,CPI YoY,30.71573431
1983-10-01,PT,Regime,1
1983-10-01,SE,CPI YoY,8.891016354
1983-10-01,SE,Detrended,0.07
1983-10-01,SE,Levels,8.509531274
1983-10-01,SE,Regime,1
1983-10-01,SG,CPI YoY,1.307193456
1983-10-01,SG,Detrended,-0.03
1983-10-01,SG,Levels,1.886708727
1983-10-01,SG,Regime,0
1983-10-01,TH,CPI YoY,4.083977301
1983-10-01,TH,Detrended,-0.06
1983-10-01,TH,Levels,2.692324158
1983-10-01,TH,Regime,0
1983-10-01,TR,CPI YoY,35.85235424
1983-10-01,TR,Detrended,-0.02
1983-10-01,TR,Levels,35.4182543
1983-10-01,TR,Regime,1
1983-10-01,US,CPI YoY,3.301565858
1983-10-01,US,Detrended,-0.01
1983-10-01,US,Levels,3.904224933
1983-10-01,US,Regime,1
1983-10-01,ZA,CPI YoY,10.64214901
1983-10-01,ZA,Detrended,-0.01
1983-10-01,ZA,Levels,12.71145052
1983-10-01,ZA,Regime,1
1984-01-01,AR,CPI YoY,446.6111772
1984-01-01,AR,Detrended,1.46
1984-01-01,AR,Levels,494.9636028
1984-01-01,AR,Regime,1
1984-01-01,AT,CPI YoY,5.715615098
1984-01-01,AT,Regime,0
1984-01-01,AU,CPI YoY,5.830902442
1984-01-01,AU,Detrended,0.01
1984-01-01,AU,Levels,7.21746686
1984-01-01,AU,Regime,1
1984-01-01,BE,CPI YoY,7.005278222
1984-01-01,BE,Detrended,0.08
1984-01-01,BE,Levels,6.98495455
1984-01-01,BE,Regime,1
1984-01-01,BR,Levels,161.4485612
1984-01-01,CA,CPI YoY,5.155243141
1984-01-01,CA,Detrended,0
1984-01-01,CA,Levels,5.366029522
1984-01-01,CA,Regime,0
1984-01-01,CH,CPI YoY,2.966567225
1984-01-01,CH,Detrended,0.02
1984-01-01,CH,Levels,3.301104561
1984-01-01,CH,Regime,0
1984-01-01,CL,CPI YoY,21.08370408
1984-01-01,CL,Detrended,0.26
1984-01-01,CL,Levels,23.22777273
1984-01-01,CL,Regime,0
1984-01-01,CO,CPI YoY,16.94528622
1984-01-01,CO,Regime,1
1984-01-01,DE,CPI YoY,2.849336207
1984-01-01,DE,Detrended,0
1984-01-01,DE,Levels,2.948303239
1984-01-01,DE,Regime,0
1984-01-01,DK,CPI YoY,6.333830268
1984-01-01,DK,Regime,1
1984-01-01,ES,CPI YoY,12.04914169
1984-01-01,ES,Detrended,0.01
1984-01-01,ES,Levels,11.63194961
1984-01-01,ES,Regime,1
1984-01-01,FI,CPI YoY,8.174914389
1984-01-01,FI,Regime,1
1984-01-01,FR,CPI YoY,8.830132463
1984-01-01,FR,Detrended,0
1984-01-01,FR,Levels,8.456473115
1984-01-01,FR,Regime,1
1984-01-01,GB,CPI YoY,4.218040149
1984-01-01,GB,Detrended,-0.03
1984-01-01,GB,Levels,4.774178639
1984-01-01,GB,Regime,0
1984-01-01,GR,CPI YoY,18.91789185
1984-01-01,GR,Regime,1
1984-01-01,HK,CPI YoY,10.88977387
1984-01-01,HK,Regime,1
1984-01-01,ID,Detrended,-0.05
1984-01-01,ID,Levels,9.595538671
1984-01-01,IE,CPI YoY,10.14536267
1984-01-01,IE,Regime,1
1984-01-01,IL,CPI YoY,225.1310657
1984-01-01,IL,Regime,1
1984-01-01,IN,CPI YoY,7.621426968
1984-01-01,IN,Detrended,0
1984-01-01,IN,Levels,5.640969357
1984-01-01,IN,Regime,0
1984-01-01,IT,CPI YoY,12.08533244
1984-01-01,IT,Detrended,0
1984-01-01,IT,Levels,12.46752915
1984-01-01,IT,Regime,1
1984-01-01,JP,CPI YoY,2.430846998
1984-01-01,JP,Detrended,0
1984-01-01,JP,Levels,2.05320929
1984-01-01,JP,Regime,0
1984-01-01,KR,CPI YoY,1.938812878
1984-01-01,KR,Detrended,-0.08
1984-01-01,KR,Levels,2.399954369
1984-01-01,KR,Regime,0
1984-01-01,LU,CPI YoY,7.544581676
1984-01-01,LU,Regime,1
1984-01-01,MT,CPI YoY,-2.213903532
1984-01-01,MT,Regime,0
1984-01-01,MX,CPI YoY,72.9631682
1984-01-01,MX,Detrended,0.57
1984-01-01,MX,Levels,76.78753566
1984-01-01,MX,Regime,1
1984-01-01,MY,CPI YoY,4.616429157
1984-01-01,MY,Regime,0
1984-01-01,NL,CPI YoY,3.626392538
1984-01-01,NL,Regime,0
1984-01-01,NO,CPI YoY,6.309421412
1984-01-01,NO,Regime,1
1984-01-01,NZ,CPI YoY,3.469953979
1984-01-01,NZ,Detrended,-0.07
1984-01-01,NZ,Levels,8.714852365
1984-01-01,NZ,Regime,1
1984-01-01,PE,CPI YoY,122.9488803
1984-01-01,PE,Regime,1
1984-01-01,PH,CPI YoY,36.23852535
1984-01-01,PH,Regime,1
1984-01-01,PT,CPI YoY,30.31853186
1984-01-01,PT,Regime,1
1984-01-01,SE,CPI YoY,8.380308247
1984-01-01,SE,Detrended,0.04
1984-01-01,SE,Levels,8.284993474
1984-01-01,SE,Regime,1
1984-01-01,SG,CPI YoY,2.948017659
1984-01-01,SG,Detrended,0
1984-01-01,SG,Levels,1.644380367
1984-01-01,SG,Regime,0
1984-01-01,TH,CPI YoY,3.086741265
1984-01-01,TH,Detrended,-0.07
1984-01-01,TH,Levels,2.215387455
1984-01-01,TH,Regime,0
1984-01-01,TR,CPI YoY,35.75129033
1984-01-01,TR,Detrended,-0.02
1984-01-01,TR,Levels,37.3061761
1984-01-01,TR,Regime,1
1984-01-01,US,CPI YoY,4.529972274
1984-01-01,US,Detrended,0.01
1984-01-01,US,Levels,3.710476486
1984-01-01,US,Regime,1
1984-01-01,ZA,CPI YoY,10.15130737
1984-01-01,ZA,Detrended,-0.01
1984-01-01,ZA,Levels,12.80202771
1984-01-01,ZA,Regime,1
1984-04-01,AR,CPI YoY,559.1040632
1984-04-01,AR,Detrended,2.15
1984-04-01,AR,Levels,527.9592076
1984-04-01,AR,Regime,1
1984-04-01,AT,CPI YoY,6.040214465
1984-04-01,AT,Regime,0
1984-04-01,AU,CPI YoY,4.000000549
1984-04-01,AU,Detrended,-0.01
1984-04-01,AU,Levels,6.731261526
1984-04-01,AU,Regime,1
1984-04-01,BE,CPI YoY,7.137059738
1984-04-01,BE,Detrended,0.07
1984-04-01,BE,Levels,6.562043431
1984-04-01,BE,Regime,1
1984-04-01,BR,Levels,166.5372871
1984-04-01,CA,CPI YoY,4.624277355
1984-04-01,CA,Detrended,-0.03
1984-04-01,CA,Levels,4.889496521
1984-04-01,CA,Regime,0
1984-04-01,CH,CPI YoY,2.953163989
1984-04-01,CH,Detrended,-0.01
1984-04-01,CH,Levels,3.11370797
1984-04-01,CH,Regime,0
1984-04-01,CL,CPI YoY,19.47670428
1984-04-01,CL,Detrended,0.35
1984-04-01,CL,Levels,23.84974839
1984-04-01,CL,Regime,0
1984-04-01,CO,CPI YoY,14.9181756
1984-04-01,CO,Regime,1
1984-04-01,DE,CPI YoY,2.834951214
1984-04-01,DE,Detrended,0
1984-04-01,DE,Levels,2.646919067
1984-04-01,DE,Regime,0
1984-04-01,DK,CPI YoY,6.686259729
1984-04-01,DK,Regime,1
1984-04-01,ES,CPI YoY,11.29127089
1984-04-01,ES,Detrended,-0.01
1984-04-01,ES,Levels,11.23404752
1984-04-01,ES,Regime,1
1984-04-01,FI,CPI YoY,7.27008603
1984-04-01,FI,Regime,1
1984-04-01,FR,CPI YoY,7.789371473
1984-04-01,FR,Detrended,-0.01
1984-04-01,FR,Levels,7.898955688
1984-04-01,FR,Regime,1
1984-04-01,GB,CPI YoY,4.722399003
1984-04-01,GB,Detrended,-0.04
1984-04-01,GB,Levels,4.543752166
1984-04-01,GB,Regime,0
1984-04-01,GR,CPI YoY,18.3535274
1984-04-01,GR,Regime,1
1984-04-01,HK,CPI YoY,9.831824112
1984-04-01,HK,Regime,1
1984-04-01,ID,Detrended,0.02
1984-04-01,ID,Levels,9.134203062
1984-04-01,IE,CPI YoY,9.685889172
1984-04-01,IE,Regime,1
1984-04-01,IL,CPI YoY,295.9941052
1984-04-01,IL,Regime,1
1984-04-01,IN,CPI YoY,6.521409839
1984-04-01,IN,Detrended,0.02
1984-04-01,IN,Levels,5.661182164
1984-04-01,IN,Regime,0
1984-04-01,IT,CPI YoY,11.41405739
1984-04-01,IT,Detrended,0.03
1984-04-01,IT,Levels,11.68847842
1984-04-01,IT,Regime,1
1984-04-01,JP,CPI YoY,2.029825694
1984-04-01,JP,Detrended,0
1984-04-01,JP,Levels,1.987543203
1984-04-01,JP,Regime,0
1984-04-01,KR,CPI YoY,2.155443201
1984-04-01,KR,Detrended,-0.08
1984-04-01,KR,Levels,2.029568769
1984-04-01,KR,Regime,0
1984-04-01,LU,CPI YoY,7.41392268
1984-04-01,LU,Regime,1
1984-04-01,MT,CPI YoY,-1.907055442
1984-04-01,MT,Regime,0
1984-04-01,MX,CPI YoY,67.86475204
1984-04-01,MX,Detrended,0.42
1984-04-01,MX,Levels,74.65646173
1984-04-01,MX,Regime,1
1984-04-01,MY,CPI YoY,3.581081893
1984-04-01,MY,Regime,0
1984-04-01,NL,CPI YoY,3.625914738
1984-04-01,NL,Regime,0
1984-04-01,NO,CPI YoY,6.473595468
1984-04-01,NO,Regime,1
1984-04-01,NZ,CPI YoY,4.718752711
1984-04-01,NZ,Detrended,-0.13
1984-04-01,NZ,Levels,8.927984936
1984-04-01,NZ,Regime,1
1984-04-01,PE,CPI YoY,114.7562382
1984-04-01,PE,Regime,1
1984-04-01,PH,CPI YoY,43.89140113
1984-04-01,PH,Regime,1
1984-04-01,PT,CPI YoY,30.75990147
1984-04-01,PT,Regime,1
1984-04-01,SE,CPI YoY,8.599552628
1984-04-01,SE,Detrended,0.06
1984-04-01,SE,Levels,8.038541674
1984-04-01,SE,Regime,1
1984-04-01,SG,CPI YoY,2.88534666
1984-04-01,SG,Detrended,0.03
1984-04-01,SG,Levels,1.417594007
1984-04-01,SG,Regime,0
1984-04-01,TH,CPI YoY,1.71246975
1984-04-01,TH,Detrended,-0.06
1984-04-01,TH,Levels,1.831251536
1984-04-01,TH,Regime,0
1984-04-01,TR,CPI YoY,49.06168198
1984-04-01,TR,Detrended,0.09
1984-04-01,TR,Levels,39.13501987
1984-04-01,TR,Regime,1
1984-04-01,US,CPI YoY,4.339051409
1984-04-01,US,Detrended,-0.01
1984-04-01,US,Levels,3.566456241
1984-04-01,US,Regime,1
1984-04-01,ZA,CPI YoY,11.34434315
1984-04-01,ZA,Detrended,-0.04
1984-04-01,ZA,Levels,13.06177553
1984-04-01,ZA,Regime,1
1984-07-01,AR,CPI YoY,655.2701941
1984-07-01,AR,Detrended,1.77
1984-07-01,AR,Levels,547.2957307
1984-07-01,AR,Regime,1
1984-07-01,AT,CPI YoY,5.709567658
1984-07-01,AT,Regime,0
1984-07-01,AU,CPI YoY,3.651686629
1984-07-01,AU,Detrended,-0.05
1984-07-01,AU,Levels,6.406918031
1984-07-01,AU,Regime,1
1984-07-01,BE,CPI YoY,5.798058375
1984-07-01,BE,Detrended,0.06
1984-07-01,BE,Levels,6.097931331
1984-07-01,BE,Regime,1
1984-07-01,BR,Levels,169.1377881
1984-07-01,CA,CPI YoY,3.811149074
1984-07-01,CA,Detrended,-0.02
1984-07-01,CA,Levels,4.510212244
1984-07-01,CA,Regime,0
1984-07-01,CH,CPI YoY,2.803730209
1984-07-01,CH,Detrended,-0.03
1984-07-01,CH,Levels,2.953974779
1984-07-01,CH,Regime,0
1984-07-01,CL,CPI YoY,16.3118113
1984-07-01,CL,Detrended,0.14
1984-07-01,CL,Levels,24.42485211
1984-07-01,CL,Regime,0
1984-07-01,CO,CPI YoY,16.12903226
1984-07-01,CO,Regime,1
1984-07-01,DE,CPI YoY,1.884615715
1984-07-01,DE,Detrended,-0.01
1984-07-01,DE,Levels,2.358915704
1984-07-01,DE,Regime,0
1984-07-01,DK,CPI YoY,6.463326083
1984-07-01,DK,Regime,1
1984-07-01,ES,CPI YoY,12.03060962
1984-07-01,ES,Detrended,0
1984-07-01,ES,Levels,10.81863573
1984-07-01,ES,Regime,1
1984-07-01,FI,CPI YoY,6.588595345
1984-07-01,FI,Regime,1
1984-07-01,FR,CPI YoY,7.317652263
1984-07-01,FR,Detrended,0.04
1984-07-01,FR,Levels,7.335611122
1984-07-01,FR,Regime,1
1984-07-01,GB,CPI YoY,4.103534535
1984-07-01,GB,Detrended,-0.02
1984-07-01,GB,Levels,4.376429453
1984-07-01,GB,Regime,0
1984-07-01,GR,CPI YoY,18.70148052
1984-07-01,GR,Regime,1
1984-07-01,HK,CPI YoY,8.756346265
1984-07-01,HK,Regime,1
1984-07-01,ID,Detrended,0.01
1984-07-01,ID,Levels,8.582217034
1984-07-01,IE,CPI YoY,7.942699596
1984-07-01,IE,Regime,1
1984-07-01,IL,CPI YoY,401.8903604
1984-07-01,IL,Regime,1
1984-07-01,IN,CPI YoY,7.324984394
1984-07-01,IN,Detrended,-0.01
1984-07-01,IN,Levels,5.639289318
1984-07-01,IN,Regime,0
1984-07-01,IT,CPI YoY,10.46817832
1984-07-01,IT,Detrended,-0.01
1984-07-01,IT,Levels,10.93488829
1984-07-01,IT,Regime,1
1984-07-01,JP,CPI YoY,2.242525204
1984-07-01,JP,Detrended,0
1984-07-01,JP,Levels,1.922196991
1984-07-01,JP,Regime,0
1984-07-01,KR,CPI YoY,2.351706743
1984-07-01,KR,Detrended,-0.08
1984-07-01,KR,Levels,1.821663535
1984-07-01,KR,Regime,0
1984-07-01,LU,CPI YoY,4.725476076
1984-07-01,LU,Regime,0
1984-07-01,MT,CPI YoY,-2.123476692
1984-07-01,MT,Regime,0
1984-07-01,MX,CPI YoY,63.31819323
1984-07-01,MX,Detrended,0.12
1984-07-01,MX,Levels,72.64401679
1984-07-01,MX,Regime,1
1984-07-01,MY,CPI YoY,3.691274837
1984-07-01,MY,Regime,0
1984-07-01,NL,CPI YoY,2.863936368
1984-07-01,NL,Regime,0
1984-07-01,NO,CPI YoY,6.134453447
1984-07-01,NO,Regime,1
1984-07-01,NZ,CPI YoY,7.006766413
1984-07-01,NZ,Detrended,-0.12
1984-07-01,NZ,Levels,9.451177122
1984-07-01,NZ,Regime,1
1984-07-01,PE,CPI YoY,103.0342848
1984-07-01,PE,Regime,1
1984-07-01,PH,CPI YoY,60.34482536
1984-07-01,PH,Regime,1
1984-07-01,PT,CPI YoY,29.82974233
1984-07-01,PT,Regime,1
1984-07-01,SE,CPI YoY,7.630713158
1984-07-01,SE,Detrended,0.06
1984-07-01,SE,Levels,7.761916892
1984-07-01,SE,Regime,1
1984-07-01,SG,CPI YoY,3.031046356
1984-07-01,SG,Detrended,0.01
1984-07-01,SG,Levels,1.181567572
1984-07-01,SG,Regime,0
1984-07-01,TH,CPI YoY,-0.373399308
1984-07-01,TH,Detrended,-0.07
1984-07-01,TH,Levels,1.553325509
1984-07-01,TH,Regime,0
1984-07-01,TR,CPI YoY,55.41355127
1984-07-01,TR,Detrended,0.24
1984-07-01,TR,Levels,40.61745999
1984-07-01,TR,Regime,1
1984-07-01,US,CPI YoY,4.255320491
1984-07-01,US,Detrended,-0.02
1984-07-01,US,Levels,3.447411821
1984-07-01,US,Regime,1
1984-07-01,ZA,CPI YoY,11.68098955
1984-07-01,ZA,Detrended,0
1984-07-01,ZA,Levels,13.47733107
1984-07-01,ZA,Regime,1
1984-10-01,AR,CPI YoY,688.0292507
1984-10-01,AR,Detrended,1.69
1984-10-01,AR,Levels,548.8483024
1984-10-01,AR,Regime,1
1984-10-01,AT,CPI YoY,5.203935737
1984-10-01,AT,Regime,0
1984-10-01,AU,CPI YoY,2.465752198
1984-10-01,AU,Detrended,-0.06
1984-10-01,AU,Levels,6.27321556
1984-10-01,AU,Regime,1
1984-10-01,BE,CPI YoY,5.481598396
1984-10-01,BE,Detrended,0.05
1984-10-01,BE,Levels,5.601558408
1984-10-01,BE,Regime,1
1984-10-01,BR,Levels,168.8475829
1984-10-01,CA,CPI YoY,3.664036078
1984-10-01,CA,Detrended,-0.02
1984-10-01,CA,Levels,4.228114279
1984-10-01,CA,Regime,0
1984-10-01,CH,CPI YoY,3.002027799
1984-10-01,CH,Detrended,-0.01
1984-10-01,CH,Levels,2.805070566
1984-10-01,CH,Regime,0
1984-10-01,CL,CPI YoY,22.51915695
1984-10-01,CL,Detrended,-0.12
1984-10-01,CL,Levels,24.94226463
1984-10-01,CL,Regime,0
1984-10-01,CO,CPI YoY,16.67650009
1984-10-01,CO,Regime,1
1984-10-01,DE,CPI YoY,2.066590081
1984-10-01,DE,Detrended,-0.01
1984-10-01,DE,Levels,2.082582667
1984-10-01,DE,Regime,0
1984-10-01,DK,CPI YoY,5.903271558
1984-10-01,DK,Regime,1
1984-10-01,ES,CPI YoY,9.835376318
1984-10-01,ES,Detrended,0.01
1984-10-01,ES,Levels,10.3867581
1984-10-01,ES,Regime,1
1984-10-01,FI,CPI YoY,6.313104894
1984-10-01,FI,Regime,1
1984-10-01,FR,CPI YoY,6.831428265
1984-10-01,FR,Detrended,0.03
1984-10-01,FR,Levels,6.769886578
1984-10-01,FR,Regime,1
1984-10-01,GB,CPI YoY,3.99500662
1984-10-01,GB,Detrended,-0.01
1984-10-01,GB,Levels,4.255040234
1984-10-01,GB,Regime,0
1984-10-01,GR,CPI YoY,17.95810068
1984-10-01,GR,Regime,1
1984-10-01,HK,CPI YoY,4.993910162
1984-10-01,HK,Regime,1
1984-10-01,ID,Detrended,-0.04
1984-10-01,ID,Levels,7.991799252
1984-10-01,IE,CPI YoY,6.707671577
1984-10-01,IE,Regime,1
1984-10-01,IL,CPI YoY,464.5309288
1984-10-01,IL,Regime,1
1984-10-01,IN,CPI YoY,6.395435116
1984-10-01,IN,Detrended,0.01
1984-10-01,IN,Levels,5.576693942
1984-10-01,IN,Regime,0
1984-10-01,IT,CPI YoY,9.353575507
1984-10-01,IT,Detrended,-0.05
1984-10-01,IT,Levels,10.21403273
1984-10-01,IT,Regime,1
1984-10-01,JP,CPI YoY,2.300739269
1984-10-01,JP,Detrended,0
1984-10-01,JP,Levels,1.843944912
1984-10-01,JP,Regime,0
1984-10-01,KR,CPI YoY,2.647849952
1984-10-01,KR,Detrended,-0.07
1984-10-01,KR,Levels,1.738389641
1984-10-01,KR,Regime,0
1984-10-01,LU,CPI YoY,3.008560821
1984-10-01,LU,Regime,0
1984-10-01,MT,CPI YoY,-1.062426511
1984-10-01,MT,Regime,0
1984-10-01,MX,CPI YoY,60.38237698
1984-10-01,MX,Detrended,-0.01
1984-10-01,MX,Levels,71.24777846
1984-10-01,MX,Regime,1
1984-10-01,MY,CPI YoY,2.263648847
1984-10-01,MY,Regime,0
1984-10-01,NL,CPI YoY,2.883931837
1984-10-01,NL,Regime,0
1984-10-01,NO,CPI YoY,5.965202992
1984-10-01,NO,Regime,1
1984-10-01,NZ,CPI YoY,9.400024094
1984-10-01,NZ,Detrended,-0.09
1984-10-01,NZ,Levels,10.19899008
1984-10-01,NZ,Regime,1
1984-10-01,PE,CPI YoY,106.2938356
1984-10-01,PE,Regime,1
1984-10-01,PH,CPI YoY,56.69291228
1984-10-01,PH,Regime,1
1984-10-01,PT,CPI YoY,23.7427035
1984-10-01,PT,Regime,1
1984-10-01,SE,CPI YoY,7.598583343
1984-10-01,SE,Detrended,0.04
1984-10-01,SE,Levels,7.452484665
1984-10-01,SE,Regime,1
1984-10-01,SG,CPI YoY,1.56032734
1984-10-01,SG,Detrended,-0.03
1984-10-01,SG,Levels,0.926206551
1984-10-01,SG,Regime,0
1984-10-01,TH,CPI YoY,-0.852986637
1984-10-01,TH,Detrended,-0.09
1984-10-01,TH,Levels,1.393887746
1984-10-01,TH,Regime,0
1984-10-01,TR,CPI YoY,51.88975815
1984-10-01,TR,Detrended,0.19
1984-10-01,TR,Levels,41.56512055
1984-10-01,TR,Regime,1
1984-10-01,US,CPI YoY,4.085666742
1984-10-01,US,Detrended,0.02
1984-10-01,US,Levels,3.336322525
1984-10-01,US,Regime,1
1984-10-01,ZA,CPI YoY,12.82518275
1984-10-01,ZA,Detrended,-0.01
1984-10-01,ZA,Levels,14.01756012
1984-10-01,ZA,Regime,1
1985-01-01,AR,CPI YoY,814.793374
1985-01-01,AR,Detrended,1.75
1985-01-01,AR,Levels,529.5291087
1985-01-01,AR,Regime,1
1985-01-01,AT,CPI YoY,3.452920184
1985-01-01,AT,Regime,0
1985-01-01,AU,CPI YoY,4.407712536
1985-01-01,AU,Detrended,-0.06
1985-01-01,AU,Levels,6.331380982
1985-01-01,AU,Regime,1
1985-01-01,BE,CPI YoY,5.380820873
1985-01-01,BE,Detrended,0.05
1985-01-01,BE,Levels,5.078893967
1985-01-01,BE,Regime,1
1985-01-01,BR,Levels,165.4757657
1985-01-01,CA,CPI YoY,3.621169918
1985-01-01,CA,Detrended,0.01
1985-01-01,CA,Levels,4.036154666
1985-01-01,CA,Regime,0
1985-01-01,CH,CPI YoY,3.818795298
1985-01-01,CH,Detrended,0.04
1985-01-01,CH,Levels,2.648658919
1985-01-01,CH,Regime,0
1985-01-01,CL,CPI YoY,28.77233937
1985-01-01,CL,Detrended,0.01
1985-01-01,CL,Levels,25.3102188
1985-01-01,CL,Regime,1
1985-01-01,CO,CPI YoY,21.15469495
1985-01-01,CO,Regime,1
1985-01-01,DE,CPI YoY,2.314990827
1985-01-01,DE,Detrended,0
1985-01-01,DE,Levels,1.811473538
1985-01-01,DE,Regime,0
1985-01-01,DK,CPI YoY,5.606167227
1985-01-01,DK,Regime,1
1985-01-01,ES,CPI YoY,9.547820138
1985-01-01,ES,Detrended,0
1985-01-01,ES,Levels,9.9516275
1985-01-01,ES,Regime,1
1985-01-01,FI,CPI YoY,6.400704711
1985-01-01,FI,Regime,1
1985-01-01,FR,CPI YoY,6.440522616
1985-01-01,FR,Detrended,0.01
1985-01-01,FR,Levels,6.205058633
1985-01-01,FR,Regime,1
1985-01-01,GB,CPI YoY,4.794520182
1985-01-01,GB,Detrended,0
1985-01-01,GB,Levels,4.159696934
1985-01-01,GB,Regime,0
1985-01-01,GR,CPI YoY,18.51734116
1985-01-01,GR,Regime,1
1985-01-01,HK,CPI YoY,4.071856618
1985-01-01,HK,Regime,0
1985-01-01,ID,CPI YoY,4.446102454
1985-01-01,ID,Detrended,-0.09
1985-01-01,ID,Levels,7.42467743
1985-01-01,ID,Regime,0
1985-01-01,IE,CPI YoY,6.201814192
1985-01-01,IE,Regime,1
1985-01-01,IL,CPI YoY,406.2478389
1985-01-01,IL,Regime,1
1985-01-01,IN,CPI YoY,5.470903647
1985-01-01,IN,Detrended,-0.01
1985-01-01,IN,Levels,5.491677
1985-01-01,IN,Regime,0
1985-01-01,IT,CPI YoY,9.297678631
1985-01-01,IT,Detrended,-0.04
1985-01-01,IT,Levels,9.528539222
1985-01-01,IT,Regime,1
1985-01-01,JP,CPI YoY,2.004909664
1985-01-01,JP,Detrended,0.01
1985-01-01,JP,Levels,1.742758294
1985-01-01,JP,Regime,0
1985-01-01,KR,CPI YoY,1.901935852
1985-01-01,KR,Detrended,-0.09
1985-01-01,KR,Levels,1.747192752
1985-01-01,KR,Regime,0
1985-01-01,LU,CPI YoY,2.220413958
1985-01-01,LU,Regime,0
1985-01-01,MT,CPI YoY,-0.871286364
1985-01-01,MT,Regime,0
1985-01-01,MX,CPI YoY,59.3788209
1985-01-01,MX,Detrended,-0.31
1985-01-01,MX,Levels,70.87228181
1985-01-01,MX,Regime,1
1985-01-01,MY,CPI YoY,-0.129786066
1985-01-01,MY,Regime,0
1985-01-01,NL,CPI YoY,2.314945008
1985-01-01,NL,Regime,0
1985-01-01,NO,CPI YoY,5.69105688
1985-01-01,NO,Regime,1
1985-01-01,NZ,CPI YoY,13.40633395
1985-01-01,NZ,Detrended,-0.01
1985-01-01,NZ,Levels,11.06154086
1985-01-01,NZ,Regime,1
1985-01-01,PE,CPI YoY,127.1106773
1985-01-01,PE,Regime,1
1985-01-01,PH,CPI YoY,40.74073917
1985-01-01,PH,Regime,1
1985-01-01,PT,CPI YoY,24.16579819
1985-01-01,PT,Regime,1
1985-01-01,SE,CPI YoY,8.001907594
1985-01-01,SE,Detrended,0.03
1985-01-01,SE,Levels,7.106295434
1985-01-01,SE,Regime,1
1985-01-01,SG,CPI YoY,0.223115571
1985-01-01,SG,Detrended,-0.03
1985-01-01,SG,Levels,0.659919707
1985-01-01,SG,Regime,0
1985-01-01,TH,CPI YoY,1.238329029
1985-01-01,TH,Detrended,-0.06
1985-01-01,TH,Levels,1.345966938
1985-01-01,TH,Regime,0
1985-01-01,TR,CPI YoY,55.44083405
1985-01-01,TR,Detrended,0.14
1985-01-01,TR,Levels,41.93781786
1985-01-01,TR,Regime,1
1985-01-01,US,CPI YoY,3.584229195
1985-01-01,US,Detrended,0.04
1985-01-01,US,Levels,3.224245979
1985-01-01,US,Regime,1
1985-01-01,ZA,CPI YoY,15.09809665
1985-01-01,ZA,Detrended,0.01
1985-01-01,ZA,Levels,14.63308702
1985-01-01,ZA,Regime,1
1985-04-01,AR,CPI YoY,1036.208922
1985-04-01,AR,Detrended,2.41
1985-04-01,AR,Levels,487.65059
1985-04-01,AR,Regime,1
1985-04-01,AT,CPI YoY,3.616685448
1985-04-01,AT,Regime,0
1985-04-01,AU,CPI YoY,6.593407841
1985-04-01,AU,Detrended,-0.05
1985-04-01,AU,Levels,6.544566534
1985-04-01,AU,Regime,1
1985-04-01,BE,CPI YoY,5.272462891
1985-04-01,BE,Detrended,0.06
1985-04-01,BE,Levels,4.534714081
1985-04-01,BE,Regime,1
1985-04-01,BR,Levels,159.2047378
1985-04-01,CA,CPI YoY,3.977900341
1985-04-01,CA,Detrended,0
1985-04-01,CA,Levels,3.92164437
1985-04-01,CA,Regime,0
1985-04-01,CH,CPI YoY,3.598375708
1985-04-01,CH,Detrended,0.03
1985-04-01,CH,Levels,2.468375964
1985-04-01,CH,Regime,0
1985-04-01,CL,CPI YoY,32.69085615
1985-04-01,CL,Detrended,0.03
1985-04-01,CL,Levels,25.41269826
1985-04-01,CL,Regime,1
1985-04-01,CO,CPI YoY,26.48563771
1985-04-01,CO,Regime,1
1985-04-01,DE,CPI YoY,2.303625157
1985-04-01,DE,Detrended,0
1985-04-01,DE,Levels,1.538983804
1985-04-01,DE,Regime,0
1985-04-01,DK,CPI YoY,5.371901004
1985-04-01,DK,Regime,1
1985-04-01,ES,CPI YoY,9.662484478
1985-04-01,ES,Detrended,0.01
1985-04-01,ES,Levels,9.521008041
1985-04-01,ES,Regime,1
1985-04-01,FI,CPI YoY,5.771647385
1985-04-01,FI,Regime,0
1985-04-01,FR,CPI YoY,6.46105374
1985-04-01,FR,Detrended,0
1985-04-01,FR,Levels,5.645022622
1985-04-01,FR,Regime,1
1985-04-01,GB,CPI YoY,5.179768141
1985-04-01,GB,Detrended,0.01
1985-04-01,GB,Levels,4.067914357
1985-04-01,GB,Regime,0
1985-04-01,GR,CPI YoY,17.31406314
1985-04-01,GR,Regime,1
1985-04-01,HK,CPI YoY,3.5335686
1985-04-01,HK,Regime,0
1985-04-01,ID,CPI YoY,4.934167868
1985-04-01,ID,Detrended,-0.06
1985-04-01,ID,Levels,6.951131479
1985-04-01,ID,Regime,0
1985-04-01,IE,CPI YoY,5.195495895
1985-04-01,IE,Regime,1
1985-04-01,IL,CPI YoY,386.0283721
1985-04-01,IL,Regime,1
1985-04-01,IN,CPI YoY,5.994318448
