Date,Country,Series,Value
1953-04-01,GB,Detrended,0.03
1953-04-01,GB,Levels,5.737589339
1953-04-01,GB,Regime,0
1953-04-01,HK,CPI YoY,-0.563379188
1953-04-01,HK,Regime,0
1953-04-01,IE,CPI YoY,9.536788492
1953-04-01,IE,Regime,1
1953-04-01,IT,CPI YoY,3.027024143
1953-04-01,IT,Detrended,-0.17
1953-04-01,IT,Levels,3.376615905
1953-04-01,IT,Regime,0
1953-04-01,JP,CPI YoY,4.458600576
1953-04-01,JP,Detrended,-0.06
1953-04-01,JP,Levels,6.269729045
1953-04-01,JP,Regime,0
1953-04-01,NO,CPI YoY,3.015076563
1953-04-01,NO,Regime,1
1953-04-01,NZ,CPI YoY,4.093880423
1953-04-01,NZ,Detrended,-0.07
1953-04-01,NZ,Levels,5.909719987
1953-04-01,NZ,Regime,1
1953-04-01,SE,CPI YoY,0
1953-04-01,SE,Detrended,-0.12
1953-04-01,SE,Levels,3.667013969
1953-04-01,SE,Regime,0
1953-04-01,US,CPI YoY,1.008829818
1953-04-01,US,Detrended,-0.05
1953-04-01,US,Levels,1.529979402
1953-04-01,US,Regime,0
1953-04-01,ZA,CPI YoY,4.122669874
1953-04-01,ZA,Detrended,-0.02
1953-04-01,ZA,Levels,5.031266713
1953-04-01,ZA,Regime,0
1953-07-01,AR,CPI YoY,1.82926829
1953-07-01,AR,Detrended,-0.73
1953-07-01,AR,Levels,11.94219229
1953-07-01,AR,Regime,0
1953-07-01,AU,CPI YoY,4.838712427
1953-07-01,AU,Detrended,-0.05
1953-07-01,AU,Levels,6.729366387
1953-07-01,AU,Regime,1
1953-07-01,BE,CPI YoY,0.816532812
1953-07-01,BE,Detrended,-0.11
1953-07-01,BE,Levels,0.850052444
1953-07-01,BE,Regime,0
1953-07-01,CA,CPI YoY,-0.472813375
1953-07-01,CA,Detrended,-0.11
1953-07-01,CA,Levels,0.457102402
1953-07-01,CA,Regime,0
1953-07-01,CH,CPI YoY,-0.856127645
1953-07-01,CH,Detrended,-0.06
1953-07-01,CH,Levels,0.649391763
1953-07-01,CH,Regime,0
1953-07-01,CL,CPI YoY,24.66960352
1953-07-01,CL,Detrended,-0.21
1953-07-01,CL,Levels,41.5078841
1953-07-01,CL,Regime,1
1953-07-01,DE,Detrended,-0.09
1953-07-01,DE,Levels,0.285125217
1953-07-01,DK,CPI YoY,-0.436440395
1953-07-01,DK,Regime,0
1953-07-01,FR,Levels,1.223918164
1953-07-01,GB,CPI YoY,3.482596838
1953-07-01,GB,Detrended,-0.03
1953-07-01,GB,Levels,5.049474645
1953-07-01,GB,Regime,0
1953-07-01,HK,CPI YoY,2.724794185
1953-07-01,HK,Regime,0
1953-07-01,IE,CPI YoY,2.570705075
1953-07-01,IE,Regime,0
1953-07-01,IT,CPI YoY,0.748669927
1953-07-01,IT,Detrended,-0.11
1953-07-01,IT,Levels,3.066178172
1953-07-01,IT,Regime,0
1953-07-01,JP,CPI YoY,7.127886248
1953-07-01,JP,Detrended,-0.04
1953-07-01,JP,Levels,6.232000139
1953-07-01,JP,Regime,0
1953-07-01,NO,CPI YoY,0.975614621
1953-07-01,NO,Regime,1
1953-07-01,NZ,CPI YoY,4.125919216
1953-07-01,NZ,Detrended,-0.08
1953-07-01,NZ,Levels,5.434398746
1953-07-01,NZ,Regime,1
1953-07-01,SE,CPI YoY,0
1953-07-01,SE,Detrended,-0.13
1953-07-01,SE,Levels,2.746264111
1953-07-01,SE,Regime,0
1953-07-01,US,CPI YoY,0.624221306
1953-07-01,US,Detrended,-0.03
1953-07-01,US,Levels,1.151045827
1953-07-01,US,Regime,0
1953-07-01,ZA,CPI YoY,4.465766406
1953-07-01,ZA,Detrended,-0.02
1953-07-01,ZA,Levels,4.465385019
1953-07-01,ZA,Regime,0
1953-10-01,AR,CPI YoY,-1.183431951
1953-10-01,AR,Detrended,-0.78
1953-10-01,AR,Levels,9.283259769
1953-10-01,AR,Regime,0
1953-10-01,AU,CPI YoY,1.587297471
1953-10-01,AU,Detrended,-0.19
1953-10-01,AU,Levels,5.279979746
1953-10-01,AU,Regime,1
1953-10-01,BE,CPI YoY,0.709402802
1953-10-01,BE,Detrended,-0.12
1953-10-01,BE,Levels,0.731694122
1953-10-01,BE,Regime,0
1953-10-01,CA,CPI YoY,0.236408064
1953-10-01,CA,Detrended,-0.12
1953-10-01,CA,Levels,0.191160507
1953-10-01,CA,Regime,0
1953-10-01,CH,CPI YoY,-0.467672238
1953-10-01,CH,Detrended,-0.07
1953-10-01,CH,Levels,0.514327085
1953-10-01,CH,Regime,0
1953-10-01,CL,CPI YoY,46.25550661
1953-10-01,CL,Detrended,-0.01
1953-10-01,CL,Levels,47.06842115
1953-10-01,CL,Regime,1
1953-10-01,DE,Detrended,-0.14
1953-10-01,DE,Levels,0.075973062
1953-10-01,DK,CPI YoY,-0.43454387
1953-10-01,DK,Regime,0
1953-10-01,FR,Levels,0.236594193
1953-10-01,GB,CPI YoY,1.960787284
1953-10-01,GB,Detrended,-0.06
1953-10-01,GB,Levels,4.480325795
1953-10-01,GB,Regime,0
1953-10-01,HK,CPI YoY,5.322124549
1953-10-01,HK,Regime,0
1953-10-01,IE,CPI YoY,1.811211188
1953-10-01,IE,Regime,0
1953-10-01,IT,CPI YoY,1.062697518
1953-10-01,IT,Detrended,-0.06
1953-10-01,IT,Levels,2.850586151
1953-10-01,IT,Regime,0
1953-10-01,JP,CPI YoY,10.5485229
1953-10-01,JP,Detrended,-0.05
1953-10-01,JP,Levels,6.048715504
1953-10-01,JP,Regime,0
1953-10-01,NO,CPI YoY,0.485439302
1953-10-01,NO,Regime,1
1953-10-01,NZ,CPI YoY,5.563084643
1953-10-01,NZ,Detrended,-0.08
1953-10-01,NZ,Levels,5.010091919
1953-10-01,NZ,Regime,1
1953-10-01,SE,CPI YoY,-0.304878706
1953-10-01,SE,Detrended,-0.1
1953-10-01,SE,Levels,2.053482401
1953-10-01,SE,Regime,0
1953-10-01,US,CPI YoY,0.873909828
1953-10-01,US,Detrended,-0.06
1953-10-01,US,Levels,0.823503489
1953-10-01,US,Regime,0
1953-10-01,ZA,CPI YoY,1.481515776
1953-10-01,ZA,Detrended,-0.02
1953-10-01,ZA,Levels,3.937855327
1953-10-01,ZA,Regime,0
1954-01-01,AR,CPI YoY,-5.172413786
1954-01-01,AR,Detrended,-0.79
1954-01-01,AR,Levels,7.449186345
1954-01-01,AR,Regime,0
1954-01-01,AT,CPI YoY,0.953964226
1954-01-01,AT,Regime,0
1954-01-01,AU,CPI YoY,3.174610196
1954-01-01,AU,Detrended,-0.17
1954-01-01,AU,Levels,4.082395494
1954-01-01,AU,Regime,1
1954-01-01,BE,CPI YoY,2.115188461
1954-01-01,BE,Detrended,-0.11
1954-01-01,BE,Levels,0.663270867
1954-01-01,BE,Regime,0
1954-01-01,CA,CPI YoY,0.476190608
1954-01-01,CA,Detrended,-0.08
1954-01-01,CA,Levels,0.042621503
1954-01-01,CA,Regime,0
1954-01-01,CH,CPI YoY,0
1954-01-01,CH,Detrended,-0.05
1954-01-01,CH,Levels,0.463751812
1954-01-01,CH,Regime,0
1954-01-01,CL,CPI YoY,60.96491228
1954-01-01,CL,Detrended,0.26
1954-01-01,CL,Levels,52.73157843
1954-01-01,CL,Regime,1
1954-01-01,DE,Detrended,-0.1
1954-01-01,DE,Levels,0.028571921
1954-01-01,DK,CPI YoY,-0.873357331
1954-01-01,DK,Regime,0
1954-01-01,FR,Detrended,-0.29
1954-01-01,FR,Levels,-0.397638403
1954-01-01,GB,CPI YoY,1.463415424
1954-01-01,GB,Detrended,-0.1
1954-01-01,GB,Levels,4.072360671
1954-01-01,GB,Regime,0
1954-01-01,HK,CPI YoY,3.151862476
1954-01-01,HK,Regime,0
1954-01-01,IE,CPI YoY,1.122431165
1954-01-01,IE,Regime,0
1954-01-01,IT,CPI YoY,1.597451591
1954-01-01,IT,Detrended,-0.06
1954-01-01,IT,Levels,2.738082531
1954-01-01,IT,Regime,0
1954-01-01,JP,CPI YoY,9.856263893
1954-01-01,JP,Detrended,0
1954-01-01,JP,Levels,5.668374395
1954-01-01,JP,Regime,0
1954-01-01,LU,CPI YoY,0.608192991
1954-01-01,LU,Regime,0
1954-01-01,NO,CPI YoY,1.960789625
1954-01-01,NO,Regime,1
1954-01-01,NZ,CPI YoY,5.357052058
1954-01-01,NZ,Detrended,-0.08
1954-01-01,NZ,Levels,4.61929719
1954-01-01,NZ,Regime,1
1954-01-01,PT,CPI YoY,-1.569739423
1954-01-01,PT,Regime,0
1954-01-01,SE,CPI YoY,0.303938598
1954-01-01,SE,Detrended,-0.07
1954-01-01,SE,Levels,1.601800281
1954-01-01,SE,Regime,0
1954-01-01,US,CPI YoY,1.254708337
1954-01-01,US,Detrended,-0.03
1954-01-01,US,Levels,0.549327084
1954-01-01,US,Regime,0
1954-01-01,ZA,CPI YoY,2.130542447
1954-01-01,ZA,Detrended,-0.11
1954-01-01,ZA,Levels,3.486647728
1954-01-01,ZA,Regime,0
1954-04-01,AR,CPI YoY,1.807228913
1954-04-01,AR,Detrended,-0.88
1954-04-01,AR,Levels,6.432055571
1954-04-01,AR,Regime,0
1954-04-01,AT,CPI YoY,7.030103671
1954-04-01,AT,Regime,0
1954-04-01,AU,CPI YoY,1.562511027
1954-04-01,AU,Detrended,-0.17
1954-04-01,AU,Levels,3.155554933
1954-04-01,AU,Regime,1
1954-04-01,BE,CPI YoY,2.630908692
1954-04-01,BE,Detrended,-0.08
1954-04-01,BE,Levels,0.619385449
1954-04-01,BE,Regime,0
1954-04-01,CA,CPI YoY,0.959235688
1954-04-01,CA,Detrended,-0.03
1954-04-01,CA,Levels,-0.015909399
1954-04-01,CA,Regime,0
1954-04-01,CH,CPI YoY,0.432947943
1954-04-01,CH,Detrended,-0.04
1954-04-01,CH,Levels,0.482528741
1954-04-01,CH,Regime,0
1954-04-01,CL,CPI YoY,81.09243697
1954-04-01,CL,Detrended,0.21
1954-04-01,CL,Levels,58.01085855
1954-04-01,CL,Regime,1
1954-04-01,DE,Detrended,-0.06
1954-04-01,DE,Levels,0.122836044
1954-04-01,DK,CPI YoY,0.495601017
1954-04-01,DK,Regime,0
1954-04-01,FR,Detrended,-0.11
1954-04-01,FR,Levels,-0.726640529
1954-04-01,GB,CPI YoY,0.961531637
1954-04-01,GB,Detrended,-0.1
1954-04-01,GB,Levels,3.842601771
1954-04-01,GB,Regime,0
1954-04-01,HK,CPI YoY,-0.849862735
1954-04-01,HK,Regime,0
1954-04-01,IE,CPI YoY,-1.293522356
1954-04-01,IE,Regime,0
1954-04-01,IN,Levels,-9.244806991
1954-04-01,IT,CPI YoY,1.888781099
1954-04-01,IT,Detrended,-0.06
1954-04-01,IT,Levels,2.719033398
1954-04-01,IT,Regime,0
1954-04-01,JP,CPI YoY,9.3495897
1954-04-01,JP,Detrended,0.02
1954-04-01,JP,Levels,5.084477013
1954-04-01,JP,Regime,0
1954-04-01,LU,CPI YoY,1.175983257
1954-04-01,LU,Regime,0
1954-04-01,NO,CPI YoY,3.414637696
1954-04-01,NO,Regime,1
1954-04-01,NZ,CPI YoY,5.900710518
1954-04-01,NZ,Detrended,-0.04
1954-04-01,NZ,Levels,4.25004217
1954-04-01,NZ,Regime,1
1954-04-01,PT,CPI YoY,-1.377147091
1954-04-01,PT,Regime,0
1954-04-01,SE,CPI YoY,1.219501358
1954-04-01,SE,Detrended,-0.1
1954-04-01,SE,Levels,1.380765588
1954-04-01,SE,Regime,0
1954-04-01,US,CPI YoY,0.624221306
1954-04-01,US,Detrended,-0.04
1954-04-01,US,Levels,0.330995369
1954-04-01,US,Regime,0
1954-04-01,ZA,CPI YoY,1.885005429
1954-04-01,ZA,Detrended,-0.08
1954-04-01,ZA,Levels,3.122546905
1954-04-01,ZA,Regime,0
1954-07-01,AR,CPI YoY,5.988023943
1954-07-01,AR,Detrended,-0.55
1954-07-01,AR,Levels,6.098309017
1954-07-01,AR,Regime,0
1954-07-01,AT,CPI YoY,3.886449422
1954-07-01,AT,Regime,0
1954-07-01,AU,CPI YoY,0
1954-07-01,AU,Detrended,-0.15
1954-07-01,AU,Levels,2.509321506
1954-07-01,AU,Regime,1
1954-07-01,BE,CPI YoY,1.645154309
1954-07-01,BE,Detrended,-0.08
1954-07-01,BE,Levels,0.58918773
1954-07-01,BE,Regime,0
1954-07-01,CA,CPI YoY,0.950121807
1954-07-01,CA,Detrended,-0.02
1954-07-01,CA,Levels,-0.007474165
1954-07-01,CA,Regime,0
1954-07-01,CH,CPI YoY,1.040204124
1954-07-01,CH,Detrended,-0.03
1954-07-01,CH,Levels,0.550883845
1954-07-01,CH,Regime,0
1954-07-01,CL,CPI YoY,77.03180212
1954-07-01,CL,Detrended,0.26
1954-07-01,CL,Levels,62.43411499
1954-07-01,CL,Regime,1
1954-07-01,DE,Detrended,-0.05
1954-07-01,DE,Levels,0.323787492
1954-07-01,DK,CPI YoY,0.931495777
1954-07-01,DK,Regime,0
1954-07-01,FR,Detrended,-0.14
1954-07-01,FR,Levels,-0.807580356
1954-07-01,GB,CPI YoY,2.884611417
1954-07-01,GB,Detrended,-0.05
1954-07-01,GB,Levels,3.781982834
1954-07-01,GB,Regime,0
1954-07-01,HK,CPI YoY,-3.713528181
1954-07-01,HK,Regime,0
1954-07-01,IE,CPI YoY,1.02756883
1954-07-01,IE,Regime,0
1954-07-01,IN,Levels,-7.836884881
1954-07-01,IT,CPI YoY,4.246287356
1954-07-01,IT,Detrended,-0.06
1954-07-01,IT,Levels,2.772398533
1954-07-01,IT,Regime,0
1954-07-01,JP,CPI YoY,6.066532579
1954-07-01,JP,Detrended,0.02
1954-07-01,JP,Levels,4.332405791
1954-07-01,JP,Regime,0
1954-07-01,LU,CPI YoY,0.948188855
1954-07-01,LU,Regime,0
1954-07-01,NO,CPI YoY,5.797090037
1954-07-01,NO,Regime,1
1954-07-01,NZ,CPI YoY,4.863017882
1954-07-01,NZ,Detrended,-0.02
1954-07-01,NZ,Levels,3.897732017
1954-07-01,NZ,Regime,1
1954-07-01,PT,CPI YoY,-2.721299567
1954-07-01,PT,Regime,0
1954-07-01,SE,CPI YoY,0.609743947
1954-07-01,SE,Detrended,-0.06
1954-07-01,SE,Levels,1.366947536
1954-07-01,SE,Regime,0
1954-07-01,US,CPI YoY,0
1954-07-01,US,Detrended,-0.06
1954-07-01,US,Levels,0.178044105
1954-07-01,US,Regime,0
1954-07-01,ZA,CPI YoY,0.628189137
1954-07-01,ZA,Detrended,-0.09
1954-07-01,ZA,Levels,2.846205798
1954-07-01,ZA,Regime,0
1954-10-01,AR,CPI YoY,13.1736527
1954-10-01,AR,Detrended,-0.48
1954-10-01,AR,Levels,6.26824951
1954-10-01,AR,Regime,0
1954-10-01,AT,CPI YoY,3.131689843
1954-10-01,AT,Regime,0
1954-10-01,AU,CPI YoY,1.562511027
1954-10-01,AU,Detrended,-0.11
1954-10-01,AU,Levels,2.137628222
1954-10-01,AU,Regime,1
1954-10-01,BE,CPI YoY,0.729556399
1954-10-01,BE,Detrended,-0.09
1954-10-01,BE,Levels,0.581941765
1954-10-01,BE,Regime,0
1954-10-01,CA,CPI YoY,0.235850495
1954-10-01,CA,Detrended,-0.02
1954-10-01,CA,Levels,0.054636692
1954-10-01,CA,Regime,0
1954-10-01,CH,CPI YoY,1.468379167
1954-10-01,CH,Detrended,-0.02
1954-10-01,CH,Levels,0.648547696
1954-10-01,CH,Regime,0
1954-10-01,CL,CPI YoY,70.18072289
1954-10-01,CL,Detrended,0.56
1954-10-01,CL,Levels,65.7407593
1954-10-01,CL,Regime,1
1954-10-01,DE,Detrended,-0.05
1954-10-01,DE,Levels,0.592055382
1954-10-01,DK,CPI YoY,1.36388538
1954-10-01,DK,Regime,0
1954-10-01,FR,Detrended,-0.06
1954-10-01,FR,Levels,-0.700384781
1954-10-01,GB,CPI YoY,3.846143053
1954-10-01,GB,Detrended,-0.05
1954-10-01,GB,Levels,3.852673346
1954-10-01,GB,Regime,0
1954-10-01,HK,CPI YoY,-7.712764611
1954-10-01,HK,Regime,0
1954-10-01,IE,CPI YoY,0.400916644
1954-10-01,IE,Regime,0
1954-10-01,IN,Levels,-6.370007489
1954-10-01,IT,CPI YoY,3.259735141
1954-10-01,IT,Detrended,-0.05
1954-10-01,IT,Levels,2.868815639
1954-10-01,IT,Regime,0
1954-10-01,JP,CPI YoY,2.480917563
1954-10-01,JP,Detrended,0.02
1954-10-01,JP,Levels,3.490196559
1954-10-01,JP,Regime,0
1954-10-01,LU,CPI YoY,1.208123635
1954-10-01,LU,Regime,0
1954-10-01,NO,CPI YoY,4.347820864
1954-10-01,NO,Regime,1
1954-10-01,NZ,CPI YoY,2.417248446
1954-10-01,NZ,Detrended,-0.01
1954-10-01,NZ,Levels,3.574278575
1954-10-01,NZ,Regime,0
1954-10-01,PT,CPI YoY,-1.963856818
1954-10-01,PT,Regime,0
1954-10-01,SE,CPI YoY,0.91741967
1954-10-01,SE,Detrended,-0.04
1954-10-01,SE,Levels,1.535302701
1954-10-01,SE,Regime,0
1954-10-01,US,CPI YoY,-0.618813434
1954-10-01,US,Detrended,-0.04
1954-10-01,US,Levels,0.102946043
1954-10-01,US,Regime,0
1954-10-01,ZA,CPI YoY,2.732726568
1954-10-01,ZA,Detrended,-0.12
1954-10-01,ZA,Levels,2.651516967
1954-10-01,ZA,Regime,0
1955-01-01,AR,CPI YoY,16.36363636
1955-01-01,AR,Detrended,-0.48
1955-01-01,AR,Levels,6.761261725
1955-01-01,AR,Regime,0
1955-01-01,AT,CPI YoY,0.399576202
1955-01-01,AT,Regime,0
1955-01-01,AU,CPI YoY,0
1955-01-01,AU,Detrended,-0.06
1955-01-01,AU,Levels,2.00931487
1955-01-01,AU,Regime,0
1955-01-01,BE,CPI YoY,-0.124781541
1955-01-01,BE,Detrended,-0.09
1955-01-01,BE,Levels,0.617492731
1955-01-01,BE,Regime,0
1955-01-01,CA,CPI YoY,0.23696551
1955-01-01,CA,Detrended,-0.01
1955-01-01,CA,Levels,0.166731721
1955-01-01,CA,Regime,0
1955-01-01,CH,CPI YoY,1.395336486
1955-01-01,CH,Detrended,0
1955-01-01,CH,Levels,0.760143292
1955-01-01,CH,Regime,0
1955-01-01,CL,CPI YoY,71.9346049
1955-01-01,CL,Detrended,0.76
1955-01-01,CL,Levels,67.83475078
1955-01-01,CL,Regime,1
1955-01-01,DE,CPI YoY,1.696713609
1955-01-01,DE,Detrended,-0.04
1955-01-01,DE,Levels,0.890362678
1955-01-01,DE,Regime,0
1955-01-01,DK,CPI YoY,3.193832192
1955-01-01,DK,Regime,0
1955-01-01,ES,Levels,2.701187988
1955-01-01,FR,Detrended,-0.08
1955-01-01,FR,Levels,-0.46190301
1955-01-01,GB,CPI YoY,4.807685694
1955-01-01,GB,Detrended,-0.02
1955-01-01,GB,Levels,4.00787041
1955-01-01,GB,Regime,0
1955-01-01,HK,CPI YoY,-4.722222957
1955-01-01,HK,Regime,0
1955-01-01,IE,CPI YoY,1.791130417
1955-01-01,IE,Regime,0
1955-01-01,IN,Levels,-4.795584385
1955-01-01,IT,CPI YoY,3.039843058
1955-01-01,IT,Detrended,-0.02
1955-01-01,IT,Levels,2.993668354
1955-01-01,IT,Regime,0
1955-01-01,JP,CPI YoY,0
1955-01-01,JP,Detrended,-0.02
1955-01-01,JP,Levels,2.653266726
1955-01-01,JP,Regime,0
1955-01-01,LU,CPI YoY,0.376805823
1955-01-01,LU,Regime,0
1955-01-01,NO,CPI YoY,3.846150781
1955-01-01,NO,Regime,1
1955-01-01,NZ,CPI YoY,2.97553832
1955-01-01,NZ,Detrended,-0.01
1955-01-01,NZ,Levels,3.301246546
1955-01-01,NZ,Regime,0
1955-01-01,PE,CPI YoY,4.821318337
1955-01-01,PE,Regime,0
1955-01-01,PT,CPI YoY,-1.000629925
1955-01-01,PT,Regime,0
1955-01-01,SE,CPI YoY,0.28492461
1955-01-01,SE,Detrended,-0.03
1955-01-01,SE,Levels,1.853215621
1955-01-01,SE,Regime,0
1955-01-01,US,CPI YoY,-0.743496292
1955-01-01,US,Detrended,-0.03
1955-01-01,US,Levels,0.116398113
1955-01-01,US,Regime,0
1955-01-01,ZA,CPI YoY,3.778763896
1955-01-01,ZA,Detrended,-0.01
1955-01-01,ZA,Levels,2.511886247
1955-01-01,ZA,Regime,0
1955-04-01,AR,CPI YoY,15.38461538
1955-04-01,AR,Detrended,-0.26
1955-04-01,AR,Levels,7.465757799
1955-04-01,AR,Regime,0
1955-04-01,AT,CPI YoY,-1.19028033
1955-04-01,AT,Regime,0
1955-04-01,AU,CPI YoY,1.538457444
1955-04-01,AU,Detrended,-0.06
1955-04-01,AU,Levels,2.087470071
1955-04-01,AU,Regime,0
1955-04-01,BE,CPI YoY,-1.841712799
1955-04-01,BE,Detrended,-0.1
1955-04-01,BE,Levels,0.71716291
1955-04-01,BE,Regime,0
1955-04-01,CA,CPI YoY,0.475056741
1955-04-01,CA,Detrended,0
1955-04-01,CA,Levels,0.32693719
1955-04-01,CA,Regime,0
1955-04-01,CH,CPI YoY,1.195410231
1955-04-01,CH,Detrended,0
1955-04-01,CH,Levels,0.878493013
1955-04-01,CH,Regime,0
1955-04-01,CL,CPI YoY,76.56612529
1955-04-01,CL,Detrended,0.83
1955-04-01,CL,Levels,68.65961085
1955-04-01,CL,Regime,1
1955-04-01,DE,CPI YoY,1.164023174
1955-04-01,DE,Detrended,-0.03
1955-04-01,DE,Levels,1.193575449
1955-04-01,DE,Regime,0
1955-04-01,DK,CPI YoY,4.054788682
1955-04-01,DK,Regime,0
1955-04-01,ES,Levels,3.488182385
1955-04-01,FR,Detrended,-0.05
1955-04-01,FR,Levels,-0.124886161
1955-04-01,GB,CPI YoY,4.761909433
1955-04-01,GB,Detrended,-0.02
1955-04-01,GB,Levels,4.2007536
1955-04-01,GB,Regime,0
1955-04-01,HK,CPI YoY,-4.285712198
1955-04-01,HK,Regime,0
1955-04-01,IE,CPI YoY,2.494960652
1955-04-01,IE,Regime,0
1955-04-01,IN,Levels,-3.063501593
1955-04-01,IT,CPI YoY,3.089593158
1955-04-01,IT,Detrended,-0.05
1955-04-01,IT,Levels,3.136249719
1955-04-01,IT,Regime,0
1955-04-01,JP,CPI YoY,-0.929365539
1955-04-01,JP,Detrended,-0.03
1955-04-01,JP,Levels,1.906905352
1955-04-01,JP,Regime,0
1955-04-01,LU,CPI YoY,-0.27220225
1955-04-01,LU,Regime,0
1955-04-01,NO,CPI YoY,1.886788765
1955-04-01,NO,Regime,1
1955-04-01,NZ,CPI YoY,2.285583381
1955-04-01,NZ,Detrended,-0.01
1955-04-01,NZ,Levels,3.088630328
1955-04-01,NZ,Regime,0
1955-04-01,PE,CPI YoY,5.153219621
1955-04-01,PE,Regime,0
1955-04-01,PT,CPI YoY,-0.412519968
1955-04-01,PT,Regime,0
1955-04-01,SE,CPI YoY,1.000103177
1955-04-01,SE,Detrended,0
1955-04-01,SE,Levels,2.281892005
1955-04-01,SE,Regime,0
1955-04-01,US,CPI YoY,-0.620348955
1955-04-01,US,Detrended,-0.05
1955-04-01,US,Levels,0.221881166
1955-04-01,US,Regime,0
1955-04-01,ZA,CPI YoY,3.246797415
1955-04-01,ZA,Detrended,-0.03
1955-04-01,ZA,Levels,2.406490784
1955-04-01,ZA,Regime,0
1955-07-01,AR,CPI YoY,11.86440678
1955-07-01,AR,Detrended,-0.29
1955-07-01,AR,Levels,8.366173615
1955-07-01,AR,Regime,0
1955-07-01,AT,CPI YoY,2.130557442
1955-07-01,AT,Regime,0
1955-07-01,AU,CPI YoY,1.538457444
1955-07-01,AU,Detrended,-0.08
1955-07-01,AU,Levels,2.315089297
1955-07-01,AU,Regime,0
1955-07-01,BE,CPI YoY,-0.522908452
1955-07-01,BE,Detrended,-0.1
1955-07-01,BE,Levels,0.894877042
1955-07-01,BE,Regime,0
1955-07-01,CA,CPI YoY,-0.235295549
1955-07-01,CA,Detrended,-0.04
1955-07-01,CA,Levels,0.534092986
1955-07-01,CA,Regime,0
1955-07-01,CH,CPI YoY,0.69945432
1955-07-01,CH,Detrended,-0.01
1955-07-01,CH,Levels,1.00277018
1955-07-01,CH,Regime,0
1955-07-01,CL,CPI YoY,70.65868263
1955-07-01,CL,Detrended,0.27
1955-07-01,CL,Levels,68.18350484
1955-07-01,CL,Regime,1
1955-07-01,DE,CPI YoY,1.793246387
1955-07-01,DE,Detrended,-0.01
1955-07-01,DE,Levels,1.484627805
1955-07-01,DE,Regime,0
1955-07-01,DK,CPI YoY,4.505972663
1955-07-01,DK,Regime,0
1955-07-01,ES,Levels,4.280767072
1955-07-01,FR,Detrended,-0.01
1955-07-01,FR,Levels,0.290968406
1955-07-01,GB,CPI YoY,4.205609876
1955-07-01,GB,Detrended,0
1955-07-01,GB,Levels,4.39252586
1955-07-01,GB,Regime,0
1955-07-01,HK,CPI YoY,-3.305786547
1955-07-01,HK,Regime,0
1955-07-01,IE,CPI YoY,1.587684659
1955-07-01,IE,Regime,0
1955-07-01,IN,Levels,-1.160898118
1955-07-01,IT,CPI YoY,2.240320145
1955-07-01,IT,Detrended,0.02
1955-07-01,IT,Levels,3.286324607
1955-07-01,IT,Regime,0
1955-07-01,JP,CPI YoY,-1.845015405
1955-07-01,JP,Detrended,-0.08
1955-07-01,JP,Levels,1.309910911
1955-07-01,JP,Regime,0
1955-07-01,LU,CPI YoY,-0.266443827
1955-07-01,LU,Regime,0
1955-07-01,NO,CPI YoY,-1.369857311
1955-07-01,NO,Regime,1
1955-07-01,NZ,CPI YoY,2.28231214
1955-07-01,NZ,Detrended,-0.02
1955-07-01,NZ,Levels,2.943167242
1955-07-01,NZ,Regime,0
1955-07-01,PE,CPI YoY,4.543936283
1955-07-01,PE,Regime,0
1955-07-01,PT,CPI YoY,0.643100987
1955-07-01,PT,Regime,0
1955-07-01,SE,CPI YoY,3.529437637
1955-07-01,SE,Detrended,0.01
1955-07-01,SE,Levels,2.768329391
1955-07-01,SE,Regime,0
1955-07-01,US,CPI YoY,-0.124069791
1955-07-01,US,Detrended,-0.06
1955-07-01,US,Levels,0.414277104
1955-07-01,US,Regime,0
1955-07-01,ZA,CPI YoY,3.197962679
1955-07-01,ZA,Detrended,-0.06
1955-07-01,ZA,Levels,2.329549777
1955-07-01,ZA,Regime,0
1955-10-01,AR,CPI YoY,6.878306874
1955-10-01,AR,Detrended,-0.28
1955-10-01,AR,Levels,9.526213958
1955-10-01,AR,Regime,0
1955-10-01,AT,CPI YoY,1.78963366
1955-10-01,AT,Regime,0
1955-10-01,AU,CPI YoY,3.076914889
1955-10-01,AU,Detrended,0.01
1955-10-01,AU,Levels,2.62967789
1955-10-01,AU,Regime,0
1955-10-01,BE,CPI YoY,0.424576049
1955-10-01,BE,Detrended,-0.1
1955-10-01,BE,Levels,1.138979779
1955-10-01,BE,Regime,0
1955-10-01,CA,CPI YoY,0.235295549
1955-10-01,CA,Detrended,-0.04
1955-10-01,CA,Levels,0.788531503
1955-10-01,CA,Regime,0
1955-10-01,CH,CPI YoY,0.424264224
1955-10-01,CH,Detrended,-0.02
1955-10-01,CH,Levels,1.135318795
1955-10-01,CH,Regime,0
1955-10-01,CL,CPI YoY,80
1955-10-01,CL,Detrended,0.11
1955-10-01,CL,Levels,66.45466866
1955-10-01,CL,Regime,1
1955-10-01,DE,CPI YoY,2.087683147
1955-10-01,DE,Detrended,0
1955-10-01,DE,Levels,1.746158332
1955-10-01,DE,Regime,0
1955-10-01,DK,CPI YoY,6.297086828
1955-10-01,DK,Regime,0
1955-10-01,ES,Levels,5.086587308
1955-10-01,FR,Detrended,0
1955-10-01,FR,Levels,0.777347827
1955-10-01,GB,CPI YoY,6.481483836
1955-10-01,GB,Detrended,0.05
1955-10-01,GB,Levels,4.550001693
