date,regime,rolling_average,cpi_q_yoy,country
2014-01-01,0,0.8437143643336864,1.6818833855921422,AE
2014-04-01,0,0.8764477764566682,2.1291893505050563,AE
2014-07-01,0,1.0135519409139915,2.5518016833967483,AE
2014-10-01,0,1.1732824875110022,3.0123337151801044,AE
2015-01-01,0,1.3668908907745925,3.865109418378987,AE
2015-04-01,0,1.5366129349673971,4.263448870792885,AE
2015-07-01,0,1.7158320929699589,4.555256665911389,AE
2015-10-01,0,1.8120056542898078,3.598566010444104,AE
2016-01-01,0,1.8426915826121282,2.0572652153452387,AE
2016-04-01,0,1.854967203108767,1.668434391419793,AE
2016-07-01,0,1.8853841012549666,1.2656812102305404,AE
2016-10-01,0,1.9594111411864144,1.4874484504344476,AE
2017-01-01,0,2.059748139418134,2.639959521540436,AE
2017-04-01,0,2.1280644819498318,2.01732769175087,AE
2017-07-01,0,2.1389560375430436,1.0376167393202573,AE
2017-10-01,0,2.2209420680518264,2.185394970008603,AE
2018-01-01,0,2.394065740253736,4.1885142927987395,AE
2018-04-01,0,2.514184529578747,3.4434661226502516,AE
2018-07-01,0,2.6297539299483974,3.5758590661804757,AE
2018-10-01,0,2.616184669159456,1.0991366113080492,AE
2019-01-01,0,2.4087716677568918,-2.466376642459145,AE
2019-04-01,0,2.2241816232792573,-1.5626115390476314,AE
2019-07-01,0,1.9897392605903725,-2.1370455703809466,AE
2019-10-01,0,1.7613006275626564,-1.5564389453742167,AE
2020-01-01,0,1.4974113094567154,-1.4126769437398323,AE
2020-04-01,0,1.1687925819341993,-2.3089256796574364,AE
2020-07-01,0,0.822532461248135,-2.3699457478098984,AE
2020-10-01,0,0.5313084712734178,-2.225913789050238,AE
2021-01-01,0,0.3459300640621338,-1.6503029288804427,AE
2021-04-01,0,0.23857854177380844,-0.4785960543467138,AE
2021-07-01,0,0.20384251611521131,0.5709606970585979,AE
2021-10-01,0,0.24506682497931198,2.311934627716461,AE
2022-01-01,0,0.27153589993360594,3.169341020626315,AE
2022-04-01,0,0.451600487235293,5.618619437784611,AE
2022-07-01,0,0.7250895915912436,6.50739882643927,AE
2022-10-01,0,0.8268592573980715,4.220788286145161,AE
2023-01-01,0,0.7864357054247417,3.3800432533321434,AE
2023-04-01,0,0.656255862405526,0.8398692622659354,AE
2023-07-01,0,0.5016421353998535,0.48358452606702684,AE
2023-10-01,0,0.540074271309703,1.8677793295050371,AE
2024-01-01,0,0.7583292230215388,1.8987223917775742,AE
2024-04-01,0,0.9493097154219438,2.2569983089604673,AE
1949-01-01,1,14.442864014210107,24.9999999876408,AR
1949-04-01,1,16.476197348603364,34.000000022780476,AR
1949-07-01,1,17.618755001818545,33.96226417248511,AR
1949-10-01,1,18.972290356265216,38.18181819711497,AR
1950-01-01,1,19.317528452639685,28.333333333662903,AR
1950-04-01,1,19.157613742255307,25.37313430562762,AR
1950-07-01,1,19.35479684416322,23.943661985952993,AR
1950-10-01,1,19.53900737376715,23.684210539873263,AR
1951-01-01,1,19.9725444223778,23.37662339043134,AR
1951-04-01,1,21.083655529565355,33.33333334274988,AR
1951-07-01,1,22.352594918006098,42.04545451787616,AR
1951-10-01,1,23.75330413288514,44.68085104664215,AR
1952-01-01,1,26.135220462514372,57.89473683027329,AR
1952-04-01,1,27.751291892619225,47.32142857540116,AR
1952-07-01,1,28.597006180170673,31.200000012529273,AR
1952-10-01,1,29.09595576170082,24.264705892103457,AR
1953-01-01,1,29.314560413873615,16.00000000094919,AR
1953-04-01,0,28.91008083610809,0.6060606051454309,AR
1953-07-01,0,28.480710918042398,1.8292682899037516,AR
1953-10-01,0,27.692372654911264,-1.183431950917957,AR
1954-01-01,0,26.183751966244387,-5.17241378569675,AR
1954-04-01,0,24.574113410752865,1.807228912950043,AR
1954-07-01,0,23.175401399286695,5.988023943161758,AR
1954-10-01,0,21.924993124244445,13.173652696269954,AR
1955-01-01,0,21.326508275586228,16.363636360498557,AR
1955-04-01,0,20.82708232945461,15.384615382995248,AR
1955-07-01,0,20.223119569310434,11.86440678306948,AR
1955-10-01,0,19.382824386027842,6.878306874221418,AR
